CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,IMPARTIDO_ANTES_2019,ACREDITADA_3AÑOS
29076,29,PEDAGOGIA EN INGLES,UNIVERSIDAD DEL BIO-BIO,8,25,40,15,10,0,10.0,,N,458,,50,5.0,,,,N,,,N,21,21,2.0,S,,0,S,15,16,,S,S
29077,29,PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON MENCIÓN EN DIFICULTADES ESPECÍFICAS DEL APRENDIZAJE,UNIVERSIDAD DEL BIO-BIO,8,30,40,10,10,0,10.0,10.0,N,458,,40,5.0,,,,N,,,S,21,21,2.0,S,,0,S,7,16,,N,N
29078,29,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,UNIVERSIDAD DEL BIO-BIO,8,10,40,15,10,0,25.0,,N,458,,40,5.0,,,,N,,,N,21,21,2.0,S,,0,S,15,16,,S,S
29080,29,PEDAGOGIA EN EDUCACION PARVULARIA MENC DIDACTICA EN PRIMERA INFANCIA,UNIVERSIDAD DEL BIO-BIO,8,40,25,15,10,0,10.0,10.0,N,458,,50,10.0,,,,N,,,S,21,21,2.0,S,,0,S,15,16,,S,S
29082,29,PEDAGOGIA EN EDUCACION GENERAL BASICA CON MENCION EN LENGUAJE Y COMUNICACIÓN O EDUCACION MATEMATICA,UNIVERSIDAD DEL BIO-BIO,8,10,40,25,15,0,10.0,10.0,N,458,,40,5.0,,,,N,,,S,21,21,2.0,S,,0,S,12,16,,S,S
29086,29,PEDAGOGIA EN EDUCACION MATEMATICA,UNIVERSIDAD DEL BIO-BIO,8,20,30,10,20,10,10.0,10.0,S,458,,40,5.0,,,,N,,,S,21,21,2.0,S,,0,S,12,16,,S,S
30000,30,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD DE LA FRONTERA,9,10,30,20,30,0,10.0,10.0,N,485,,35,15.0,,,,N,,,S,21,21,2.0,N,,0,S,4,9,,,
30007,30,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,50,9.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,1.0,,
30012,30,INGENIERIA CIVIL ELECTRONICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,30,7.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,2.0,,
30013,30,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,90,26.0,,,,N,,,N,21,21,6.0,N,,0,S,10,9,4.0,,
30020,30,ENFERMERIA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,61,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30021,30,FONOAUDIOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,35,15.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30022,30,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,41,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30023,30,KINESIOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,51,13.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30024,30,QUÍMICA Y FARMACIA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30026,30,MEDICINA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,56,4.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30029,30,NUTRICION Y DIETETICA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,42,13.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30032,30,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,40,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30033,30,ODONTOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,40,20,20,0,,10.0,N,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,5,9,,,
30035,30,TECNOLOGIA MEDICA,UNIVERSIDAD DE LA FRONTERA,9,10,30,15,25,0,,20.0,N,485,,57,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,,,
30037,30,MEDICINA VETERINARIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,20,0,,10.0,N,485,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,6,9,,,
30038,30,INGENIERIA CIVIL QUIMICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,30,12.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,1.0,,
30039,30,DERECHO,UNIVERSIDAD DE LA FRONTERA,9,10,30,25,20,0,15.0,,N,485,,100,33.0,,,,N,,,N,21,21,2.0,N,,0,S,3,9,,,
30044,30,PEDAGOGIA  EN CASTELLANO Y COMUNICACION,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,30,12.0,,,,N,,,N,21,21,2.0,S,,0,S,5,9,,S,S
30047,30,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y REC.",UNIVERSIDAD DE LA FRONTERA,9,10,50,15,15,0,10.0,10.0,N,485,,40,12.0,,,,N,,,S,21,21,2.0,S,,0,S,5,9,,S,S
30050,30,PEDAGOGIA EN EDUCACION DIFERENCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,30,10.0,,,,N,,,N,21,21,2.0,S,,0,S,5,9,,N,N
30055,30,"PEDAGOGIA  EN  HISTORIA, GEOGRAFIA. Y EDUCACION CIVICA",UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,35,12.0,,,,N,,,N,21,21,2.0,S,,0,S,4,9,,S,S
30056,30,PEDAGOGIA EN INGLES,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,10.0,N,485,,35,12.0,,,,N,,,S,21,21,2.0,S,,0,S,5,9,,S,S
30058,30,PEDAGOGIA  MATEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,15,5,,10.0,S,485,,25,15.0,,,,N,,,N,21,21,2.0,S,,0,S,6,9,,S,S
30060,30,"PEDAGOGIA EN CIENCIAS M. BIOLOGIA, QUIMICA O FISICA",UNIVERSIDAD DE LA FRONTERA,9,10,50,10,15,0,,15.0,N,485,,25,12.0,,,,N,,,N,21,21,2.0,S,,0,S,5,9,,S,S
30064,30,PSICOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,40,20,20,0,10.0,10.0,N,485,,60,15.0,,,,N,,,S,21,21,2.0,N,,0,S,3,9,,,
30065,30,BACHILLERATO EN CIENCIAS SOCIALES,UNIVERSIDAD DE LA FRONTERA,9,10,50,15,10,0,15.0,15.0,N,485,,30,15.0,,,,N,,,S,21,21,2.0,N,,0,S,6,9,,,
30066,30,TRABAJO SOCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,35,15.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,,,
30068,30,BIOTECNOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,20,0,,10.0,N,485,,30,17.0,,,,N,,,N,21,21,2.0,N,,0,S,6,9,1.0,,
30069,30,INGENIERIA EN RECURSOS NATURALES,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,15,5,,10.0,S,485,,30,17.0,,,,N,,,N,21,21,2.0,N,,0,S,5,9,1.0,,
30070,30,AGRONOMIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,20,0,,10.0,N,485,,45,17.0,,,,N,,,N,21,21,2.0,N,,0,S,5,9,,,
30073,30,BIOQUIMICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,25,0,,15.0,N,485,,30,8.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,1.0,,
30074,30,INGENIERIA CIVIL TELEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,15,4.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,2.0,,
30076,30,PLAN COMUN INGENIERIA CIVIL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,80,36.0,,,,N,,,N,21,21,2.0,N,,0,S,10,9,4.0,,
30077,30,INGENIERIA CIVIL ELECTRICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,11.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,2.0,,
30078,30,INGENIERIA CIVIL MATEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,15,4.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,2.0,,
30079,30,INGENIERIA CIVIL AMBIENTAL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,15,12.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,1.0,,
30085,30,INGENIERIA COMERCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,30,20,30,0,10.0,10.0,N,485,,70,10.0,,,,N,,,S,21,21,2.0,N,,0,S,4,9,,,
30086,30,INGENIERIA INFORMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,9.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,1.0,,
30090,30,INGENIERIA CIVIL EN BIOTECNOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,20,5.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,1.0,,
30091,30,PERIODISMO,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,25,15.0,,,,N,,,N,21,21,2.0,N,,0,S,6,9,,,
30092,30,SOCIOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,15,10,0,15.0,,N,485,,25,15.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,,,
30094,30,INGENIERIA CIVIL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,4.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,1.0,,
30095,30,INGENIERIA CIVIL INFORMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,9.0,,,,N,,,N,21,21,2.0,N,,0,S,4,9,1.0,,
30096,30,INGENIERIA CIVIL MECANICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,11.0,,,,N,,,N,21,21,2.0,N,,0,S,2,9,2.0,,
32001,32,ARQUITECTURA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,10.0,10.0,N,485,,40,13.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,,,
32002,32,KINESIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,,10.0,N,485,,40,13.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32003,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,50,15.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,10.0,,
32005,32,ENFERMERIA,UNIVERSIDAD DE LOS LAGOS,10,10,45,15,20,0,,10.0,N,485,,80,24.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,,
32006,32,INGENIERIA CIVIL,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,35,12.0,,,,N,,,S,21,21,3.0,N,,0,S,15,10,7.0,,
32007,32,INGENIERIA CIVIL ELECTRICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,35,12.0,,,,N,,,S,21,21,3.0,N,,0,S,15,10,7.0,,
32011,32,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,10.0,10.0,N,485,,40,13.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,,,
32012,32,INGENIERIA COMERCIAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,10.0,10.0,N,485,,40,13.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,,,
32014,32,CIENCIAS POLITICAS Y ADMINISTRATIVAS,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,10,0,20.0,,N,485,,40,13.0,,,,N,,,N,21,21,2.0,N,,0,S,17,10,,,
32016,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,13.0,,,,N,,,S,21,21,3.0,N,,0,S,17,10,9.0,,
32018,32,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,35,12.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,7.0,,
32020,32,INGENIERIA AMBIENTAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,20,20,5,10.0,10.0,S,485,,30,7.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,6.0,,
32023,32,INGENIERIA EN ALIMENTOS,UNIVERSIDAD DE LOS LAGOS,10,10,45,10,20,5,,10.0,S,485,,30,7.0,,,,N,,,N,21,21,4.0,N,,0,S,17,10,6.0,,
32025,32,INGENIERÍA EN ACUICULTURA SOSTENIBLE,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,30,10.0,,,,N,,,N,21,21,2.0,N,,0,S,15,10,,,
32026,32,BIOLOGIA MARINA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,35,10.0,,,,N,,,N,21,21,4.0,N,,0,S,17,10,7.0,,
32027,32,ENFERMERIA,UNIVERSIDAD DE LOS LAGOS,10,10,45,15,20,0,,10.0,N,485,,80,24.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,,
32028,32,KINESIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,,10.0,N,485,,50,17.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32029,32,NUTRICION Y DIETETICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,50,17.0,,,,N,,,N,21,21,2.0,N,,0,S,15,10,,,
32034,32,PEDAGOGIA EN EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,35,12.0,,,,N,,,N,21,21,2.0,S,,1,S,12,10,,S,S
32037,32,PEDAGOGIA EN EDUCACION MEDIA  EN MATEMATICA Y COMPUTACION,UNIVERSIDAD DE LOS LAGOS,10,10,45,10,20,5,10.0,10.0,S,485,,30,10.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,S,S
32039,32,PEDAGOGIA EN EDUCACION MEDIA  EN EDUCACION FISICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,10.0,N,485,,35,12.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,S,S
32042,32,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,UNIVERSIDAD DE LOS LAGOS,10,10,40,30,10,0,10.0,,N,485,,45,15.0,,,,N,,,N,21,21,2.0,S,,1,S,12,10,,S,S
32043,32,PEDAGOGIA EN EDUCACION MEDIA EN LENGUA CASTELLANA Y COMUNICACIONES,UNIVERSIDAD DE LOS LAGOS,10,10,40,30,10,0,10.0,10.0,N,485,,35,12.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,S,S
32045,32,PEDAGOGIA EN EDUCACION MEDIA EN  EDUCACION FISICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,10.0,N,485,,35,12.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,S,S
32048,32,EDUCACION DIFERENCIAL CON ESPECIALIZACION EN PROBLEMAS DE APRENDIZAJE,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,50,17.0,,,,N,,,S,21,21,2.0,S,,1,S,15,10,,S,S
32051,32,EDUCACION PARVULARIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,50,17.0,,,,N,,,S,21,21,2.0,S,,1,S,15,10,,S,S
32055,32,PEDAGOGÍA EN EDUCACIÓN BÁSICA MENCIÓN LENGUAJE Y MATEMÁTICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,10.0,10.0,N,485,,40,13.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,N,S
32059,32,PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,10.0,10.0,N,485,,30,10.0,,,,N,,,S,21,21,4.0,S,,1,S,12,10,,N,S
32061,32,TRABAJO SOCIAL,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,10,0,20.0,,N,485,,40,13.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32120,32,AGRONOMÍA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,40,13.0,,,,N,,,N,21,21,3.0,N,,0,S,15,10,,,
32130,32,FONOAUDIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,,10.0,N,485,,45,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32131,32,OBSTETRICIA  Y PUERICULTURA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,80,24.0,,,,N,,,N,21,21,2.0,N,,0,S,10,10,,,
32132,32,QUÍMICA Y FARMACIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32133,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,45,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32135,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,40,13.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32136,32,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,70,20.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32145,32,PEDAGOGÍA EN MUSICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,N,N
32146,32,PEDAGOGIA EN ARTES VISUALES,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,,N,,,S,21,21,2.0,S,,1,S,12,10,,N,N
32150,32,INGENIERÍA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,50,15.0,,,,N,,,S,21,21,2.0,N,,0,S,17,10,,,
32160,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,50,17.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
32161,32,ANTROPOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,,N,485,,35,10.0,,,,N,,,N,21,21,3.0,N,,0,S,10,10,,,
32162,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,24.0,,,,N,,,S,21,21,2.0,N,,0,S,12,10,,,
32163,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,24.0,,,,N,,,S,21,21,2.0,N,,0,S,12,10,,,
32164,32,PSICOLOGÍA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,70,23.0,,,,N,,,S,21,21,2.0,N,,0,S,15,10,,,
32165,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,12,10,,,
33005,33,"INGENIERIA CIVIL, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,45,10,20,5,10.0,10.0,S,458,,45,,,,,N,,,S,21,21,2.0,N,,0,S,6,12,8.0,,
33009,33,INGENIERIA COMERCIAL,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,40,,,,,N,,,S,21,21,2.0,N,,0,S,2,12,,,
33023,33,KINESIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,30,40,10,10,0,,10.0,N,458,,35,,,,,N,,,N,21,21,2.0,N,,0,S,4,12,,,
33024,33,TERAPIA OCUPACIONAL,UNIVERSIDAD DE MAGALLANES,12,40,30,10,10,0,,10.0,N,458,,30,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,,
33025,33,DERECHO,UNIVERSIDAD DE MAGALLANES,12,35,15,20,10,0,20.0,,N,458,,35,,,,,N,,,N,21,21,2.0,N,,0,S,4,12,,,
33027,33,AUDITORIA,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,,,
33030,33,ARQUITECTURA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,,N,,,S,21,21,2.0,N,,0,S,3,12,,,
33031,33,"PEDAGOGIA EN MATEMATICA, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,30,35,10,10,5,10.0,10.0,S,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,5,12,,S,S
33032,33,PEDAGOGIA EN EDUCACION PARVULARIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,3,12,,S,S
33033,33,PEDAGOGIA EN EDUCACIÓN BASICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,3,12,,S,S
33035,33,TRABAJO SOCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,,N,458,,20,,,,,N,,,N,21,21,2.0,N,,0,S,4,12,,,
33036,33,BIOLOGIA MARINA,UNIVERSIDAD DE MAGALLANES,12,20,40,10,15,0,15.0,15.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,4.0,,
33053,33,MEDICINA,UNIVERSIDAD DE MAGALLANES,12,20,25,15,25,0,15.0,15.0,N,600,650.0,50,,,,,N,,,S,21,21,,N,,0,S,2,12,,,
33060,33,ENFERMERIA,UNIVERSIDAD DE MAGALLANES,12,25,25,15,20,0,,15.0,N,458,,60,,,,,N,,,N,21,21,,N,,0,S,4,12,,,
33061,33,"INGENIERIA, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,50,10,20,0,10.0,10.0,N,458,,40,,,,,N,,,S,21,21,2.0,N,,0,S,6,12,8.0,,
33066,33,AGRONOMIA,UNIVERSIDAD DE MAGALLANES,12,25,40,10,15,0,10.0,10.0,N,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,,,
33070,33,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD DE MAGALLANES,12,15,40,10,20,5,10.0,10.0,S,458,,20,,,,,N,,,S,21,21,2.0,N,,0,S,5,12,4.0,,
33072,33,NUTRICION Y DIETETICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,,10.0,N,458,,35,,,,,N,,,N,21,21,2.0,N,,0,S,5,12,,,
33078,33,PSICOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,,N,,,S,21,21,2.0,N,,0,S,4,12,,,
33079,33,"PEDAGOGIA EN EDUCACION FISICA, PARA ENSEÑANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,5,12,,S,S
33080,33,FONOAUDIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,,10.0,N,458,,25,,,,,N,,,N,21,21,2.0,N,,0,S,6,12,,,
33081,33,"PEDAGOGIA EN INGLES, PARA ENSEÑANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,4,12,,S,S
33082,33,"PEDAGOGIA EN CASTELLANO Y COMUNICACION, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,3,12,,S,S
33083,33,"PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,4,12,,S,S
33412,33,PEDAGOGIA EN EDUCACION DIFERENCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,,N,,,S,21,21,2.0,S,,1,S,3,12,,N,N
34003,34,AGRONOMIA,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,,10.0,N,485,,75,20.0,,,,N,,,N,21,21,3.0,N,,0,S,13,7,,,
34006,34,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,100,10.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,5.0,,
34007,34,INGENIERIA CIVIL EN COMPUTACION,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,60,10.0,,,,N,,,N,21,21,3.0,N,,0,S,10,7,3.0,,
34011,34,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,40,10.0,,,,N,,,S,21,21,3.0,N,,0,S,8,7,,,
34018,34,INGENIERIA COMERCIAL,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,185,10.0,,,,N,,,S,21,21,3.0,N,,0,S,11,7,,,
34019,34,INGENIERIA INFORMATICA EMPRESARIAL,UNIVERSIDAD DE TALCA,7,20,30,10,25,5,10.0,10.0,S,485,,50,15.0,,,,N,,,S,21,21,3.0,N,,0,S,9,7,3.0,,
